Adult_mortality,Under_five_deaths,Alcohol_consumption,GDP_per_capita,Population_mln,Region_Central America and Caribbean,Economy_status_Developed,Region_South America,BMI,Year,Incidents_HIV,Region_European Union,Region_Oceania,Hepatitis_B,Region_Middle East,Region_Asia,Schooling
221.239,35.7,6.98,900.0,5.27,0,0,0,25.5,2007,0.17,0,0,94,0,1,10.3
336.8925,124.4,8.31,14620.0,0.82,0,0,0,23.3,2007,1.03,0,0,51,0,0,5.4
124.016,21.1,6.0,9894.0,3.52,1,0,0,26.3,2008,0.4,0,0,86,0,0,9.2
207.817,52.1,2.52,3195.0,11.59,1,0,0,25.0,2000,0.45,0,0,87,0,0,3.7
428.034,138.2,0.59,370.0,19.91,0,0,0,21.9,2004,1.03,0,0,76,0,0,2.8
234.3685,69.6,0.57,556.0,56.0725,0,0,0,20.5,2013,0.25,0,0,72,0,0,2.5
157.802,21.5,4.27,4403.0,42.65,0,0,1,25.3,2005,0.21,0,0,93,0,0,6.8
104.296,7.5,4.69,4028.0,3.74,0,0,0,25.3,2009,0.08,0,0,90,0,0,7.7
115.693,20.1,0.46,4644.0,7.26,0,0,0,28.5,2010,0.13,0,0,98,1,0,9.8
456.61306250000007,94.5,2.82,850.0,12.38,0,0,0,23.6,2008,1.03,0,0,75,0,0,7.0
124.594,7.4,8.55,5354.0,7.23,0,0,0,25.8,2011,0.02,0,0,94,0,0,10.6
189.542,23.7,2.53,4902.0,0.87,0,0,0,27.4,2013,0.11,0,1,99,0,0,10.3
74.978,10.9,0.032,29268.875,2.66,0,0,0,28.9,2008,0.13,0,0,99,1,0,6.5
272.347,106.1,4.4,433.0,56.0725,0,0,0,21.7,2012,0.46,0,0,75,0,0,5.8
245.522,69.1,0.038,2543.0,20.69,0,0,0,22.9,2006,0.02,0,0,78,1,0,2.0
131.2085,28.2,1.42,2696.0,0.27,0,0,0,26.1,2015,0.17,0,1,64,0,0,6.8
130.5225,18.8,5.22,5461.0,29.26,0,0,1,26.1,2011,0.13,0,0,91,0,0,9.1
130.0025,7.8,9.06,14285.0,0.09,1,0,0,26.6,2015,0.2,0,0,99,0,0,9.2
291.4325,145.4,0.56,697.0,13.65,0,0,0,22.3,2007,0.65,0,0,74,0,0,1.8
86.6285,4.6,10.51,29268.875,10.71,0,1,0,25.9,2008,0.08,1,0,98,0,0,11.0
237.2425,79.1,0.084,561.0,23.94,0,0,0,20.7,2000,0.17,0,0,51,0,1,2.4
436.671,145.0,0.6,353.0,19.33,0,0,0,21.8,2003,1.03,0,0,76,0,0,2.6
261.1205,81.3,0.59,482.0,18.88,0,0,0,20.9,2006,0.08,0,0,82,0,0,5.7
114.2985,4.6,13.42,14070.0,10.2,0,1,0,26.6,2004,0.08,1,0,98,0,0,11.6
407.6445,97.0,1.22,1769.0,22.09,0,0,0,23.6,2013,0.84,0,0,80,0,0,4.7
304.195,150.4875,2.75,578.0,1.23,0,0,0,22.2,2001,1.03,0,0,83,0,0,2.3
129.413,17.3,3.92,5885.0,15.47,0,0,1,26.7,2012,0.15,0,0,88,0,0,8.1
168.835,34.2,0.17,2971.0,56.0725,0,0,0,28.3,2006,0.13,0,0,98,0,0,5.8
220.931,8.9,8.86,9521.0,56.0725,0,0,0,26.2,2014,0.08,0,0,97,0,0,11.9
393.0275,150.4875,0.64,654.0,11.18,0,0,0,21.5,2008,0.77,0,0,51,0,0,1.8
221.6415,6.1,13.98,5204.0,9.5,0,0,0,26.3,2009,0.21,0,0,98,0,0,11.9
216.117,29.6,2.85,3029.0,5.96,1,0,0,26.2,2002,0.37,0,0,81,0,0,5.5
456.61306250000007,86.4,3.38,1110.0,12.7,0,0,0,23.6,2010,1.03,0,0,90,0,0,7.3
161.1745,78.3,0.04,1323.0,56.0725,0,0,0,23.8,2014,0.13,0,0,72,0,1,5.1
125.2595,24.9,5.01,8587.0,56.0725,0,0,0,27.0,2003,0.15,0,0,98,0,0,7.1
198.1225,20.4,2.48,3280.0,6.16,1,0,0,27.0,2009,0.24,0,0,91,0,0,6.5
79.5075,6.0,11.38,29268.875,56.0725,0,1,0,26.7,2005,0.08,0,0,88,0,0,12.2
141.425,20.4,9.62,10531.0,0.18,1,0,0,29.1,2012,0.4,0,0,98,0,0,8.4
53.6265,3.0,9.07,22682.0,1.14,0,1,0,26.8,2013,0.06,1,0,96,0,0,12.0
133.788,19.0,3.97,5324.0,15.01,0,0,1,26.5,2010,0.16,0,0,90,0,0,7.9
170.07,15.9,8.75,29268.875,0.35,1,0,0,27.4,2009,0.49,0,0,95,0,0,10.9
263.9875,53.7,2.41,1685.0,2.44,0,0,0,24.5,2002,0.01,0,0,98,0,1,8.4
161.982,21.8,6.91,7937.0,56.0725,0,0,1,25.5,2007,0.25,0,0,99,0,0,6.5
355.2225,76.3,8.55,768.0,32.43,0,0,0,22.0,2010,1.03,0,0,80,0,0,5.7
210.4495,31.2,4.46,6202.0,0.47,0,0,1,25.4,2000,1.01,0,0,84,0,0,7.7
245.7,54.1,0.28,1572.0,0.66,0,0,0,22.9,2006,0.21,0,0,95,0,1,2.3
171.0075,67.7,0.062,1020.0,1.06,0,0,0,20.5,2008,0.07,0,1,79,0,0,4.0
235.233,28.6,6.56,2515.0,2.67,0,0,0,25.3,2009,0.02,0,0,97,0,1,9.1
124.316,5.4,10.21,11520.0,38.06,0,1,0,26.3,2012,0.08,1,0,97,0,0,11.7
52.635,2.9,9.63,22514.0,1.15,0,1,0,26.8,2014,0.06,1,0,96,0,0,11.9
115.2275,4.9,9.87,17302.0,1.99,0,1,0,25.5,2002,0.02,1,0,88,0,0,11.5
128.5365,9.7,10.38,5436.0,0.62,0,0,0,25.8,2006,0.03,0,0,90,0,0,10.7
106.9245,8.3,5.03,3910.0,3.76,0,0,0,25.2,2007,0.08,0,0,94,0,0,7.5
177.189,45.9,0.23,730.0,27.01,0,0,0,21.8,2010,0.17,0,0,82,0,1,3.3
158.902,26.7,2.94,2141.0,7.81,1,0,0,25.7,2007,0.11,0,0,93,0,0,5.0
71.935,6.0,9.84,29268.875,19.65,0,1,0,26.4,2002,0.04,0,1,95,0,0,11.8
99.147,4.6,11.97,19224.0,10.5,0,1,0,25.8,2005,0.19,1,0,94,0,0,7.5
59.097,3.0,6.21,29268.875,5.02,0,1,0,26.5,2012,0.04,0,0,88,0,0,12.6
446.4505,114.0,5.14,611.0,35.33,0,0,0,22.2,2002,1.03,0,0,89,0,0,4.3
81.688,6.0,13.04,29268.875,4.0,0,1,0,26.6,2003,0.05,1,0,95,0,0,11.4
247.1405,22.5,3.16,8488.0,16.09,0,0,0,26.0,2009,0.11,0,0,99,0,1,11.5
56.594,2.8,7.24,29268.875,0.32,0,1,0,26.0,2009,0.05,0,0,88,0,0,10.5
275.624,110.7,0.25,750.0,10.89,0,0,0,22.8,2013,0.71,0,0,63,0,0,2.6
212.1825,65.1,6.3,1687.0,6.35,0,0,0,22.3,2011,0.17,0,0,78,0,1,4.8
146.4255,44.3,0.66,752.0,7.36,0,0,0,25.1,2009,0.17,0,0,93,0,1,10.9
90.053,5.0,11.92,29268.875,56.0725,0,1,0,26.0,2003,0.08,1,0,90,0,0,12.5
440.0625,150.4875,3.83,516.0,6.13,0,0,0,22.5,2008,1.03,0,0,77,0,0,2.9
268.4445,12.9,9.41,2599.0,46.26,0,0,0,26.2,2008,0.31,0,0,84,0,0,11.3
60.537,9.6,1.15,29268.875,1.44,0,0,0,28.3,2008,0.05,0,0,97,1,0,9.7
227.6695,44.2,8.47,3994.0,0.74,0,0,1,24.9,2002,0.94,0,0,91,0,0,7.8
325.9935,145.7,2.26,342.0,51.43,0,0,0,21.0,2003,0.89,0,0,69,0,0,3.9
178.0545,92.7,0.034,1247.0,56.0725,0,0,0,23.2,2007,0.13,0,0,75,0,1,4.4
219.4205,86.0,0.39,913.0,0.97,0,0,0,20.2,2004,0.05,0,1,75,0,0,3.1
82.5385,3.2,12.76,17830.0,10.55,0,1,0,27.0,2015,0.08,1,0,97,0,0,12.7
119.055,6.9,7.94,5525.0,7.16,0,0,0,25.9,2013,0.02,0,0,91,0,0,10.4
219.344,22.4,2.46,4107.0,0.81,0,0,0,26.3,2000,0.03,0,1,98,0,0,9.6
122.7795,8.3,13.24,8806.0,4.47,0,1,0,25.6,2000,0.01,1,0,96,0,0,9.4
146.1275,17.3,6.8,12986.0,29.36,0,0,1,26.6,2012,0.4,0,0,81,0,0,9.7
212.398,65.1,0.69,1497.0,0.09,0,0,0,29.3,2006,0.17,0,1,88,0,0,7.4
148.5575,13.5,6.72,14400.0,0.08,1,0,0,25.5,2004,0.1,0,0,97,0,0,9.1
304.8745,131.4,2.68,371.0,56.0725,0,0,0,21.2,2006,0.74,0,0,69,0,0,4.5
105.685,8.9,6.0,15614.0,3.41,0,0,1,27.3,2015,0.24,0,0,95,0,0,8.7
240.3135,31.2,8.92,2588.0,2.63,0,0,0,25.2,2008,0.02,0,0,96,0,1,9.0
212.2145,49.8,3.38,2314.0,9.56,0,0,1,25.5,2007,0.19,0,0,84,0,0,7.1
59.218,4.7,10.29,29268.875,7.65,0,1,0,25.0,2008,0.07,0,0,88,0,0,12.9
147.169,17.2,6.88,10956.0,28.89,0,0,1,26.6,2011,0.4,0,0,78,0,0,9.8
76.488,5.5,9.57,29268.875,16.28,0,1,0,25.3,2004,0.06,1,0,88,0,0,11.5
91.2925,35.0,0.5,2402.0,31.54,0,0,0,25.3,2008,0.05,0,0,97,0,0,4.1
131.452,8.1,9.66,13909.0,0.09,1,0,0,26.5,2014,0.2,0,0,99,0,0,9.2
118.556,14.4,5.18,3301.0,2.03,0,0,0,25.8,2003,0.08,0,0,74,0,0,7.5
60.1245,4.1,7.96,29268.875,56.0725,0,1,0,25.7,2008,0.08,1,0,96,0,0,9.5
106.028,7.9,4.39,4419.0,11.23,1,0,0,24.8,2003,0.13,0,0,99,0,0,9.8
136.0675,8.2,10.89,7075.0,7.18,0,1,0,26.4,2015,0.03,1,0,92,0,0,11.8
157.757,22.9,3.34,1761.0,5.9,1,0,0,26.8,2011,0.12,0,0,98,0,0,6.1
284.279,150.4875,0.096,398.0,13.13,0,0,0,21.1,2004,0.29,0,0,72,0,0,1.3
76.243,13.9,1.58,8522.0,0.37,0,0,0,24.6,2010,0.17,0,0,97,0,1,4.9
263.346,75.3,1.26,1319.0,23.56,0,0,0,23.4,2008,1.03,0,0,93,0,0,6.6
331.9545,119.9,1.08,506.0,4.92,0,0,0,22.0,2000,1.03,0,0,81,0,0,4.0
210.7895,47.4,2.23,3353.0,4.87,0,0,0,25.4,2007,0.08,0,0,98,0,1,9.9
205.572,31.3,4.85,2484.0,56.0725,0,0,0,22.8,2011,0.05,0,0,87,0,1,9.0
136.1865,18.3,4.23,2959.0,2.88,0,0,0,26.0,2010,0.08,0,0,94,0,0,11.1
124.424,23.9,0.5,4148.0,5.58,0,0,0,28.1,2004,0.13,0,0,95,1,0,9.7
127.208,17.1,5.27,6030.0,29.77,0,0,1,26.3,2013,0.12,0,0,88,0,0,8.8
191.866,27.7,4.7,11074.0,1.27,1,0,0,26.0,2001,0.4,0,0,86,0,0,9.3
66.799,5.6,11.68,23603.0,0.98,0,1,0,26.4,2002,0.03,1,0,88,0,0,10.2
66.521,5.7,10.3,29268.875,20.39,0,1,0,26.7,2005,0.05,0,1,95,0,0,11.7
86.2855,23.0,4.33,2381.0,3.04,0,0,0,25.4,2003,0.02,0,0,97,0,0,9.0
402.62,76.3,0.88,1196.0,36.62,0,0,0,22.4,2005,1.03,0,0,76,0,0,5.8
221.5355,64.7,1.1,696.0,13.27,0,0,0,21.1,2005,0.35,0,0,84,0,1,3.5
141.7245,26.5,0.002,10129.0,5.53,0,0,0,27.0,2002,0.06,0,0,91,0,0,5.9
67.9805,4.7,9.51,29268.875,16.45,0,1,0,25.4,2008,0.06,1,0,88,0,0,12.0
74.4275,4.2,6.22,29268.875,4.59,0,1,0,26.0,2004,0.02,0,0,88,0,0,12.7
177.125,22.5,5.79,18189.0,1.33,1,0,0,27.0,2010,0.4,0,0,90,0,0,10.7
94.631,8.5,7.02,12339.0,17.23,0,0,1,27.5,2011,0.18,0,0,94,0,0,9.8
138.431,19.3,3.97,4062.0,0.18,0,0,0,31.199999999999996,2008,0.17,0,1,51,0,0,9.8
90.7325,14.6,5.36,6153.0,56.0725,0,0,0,23.3,2011,0.1,0,0,99,0,1,7.4
296.2345,59.7,1.9,2408.0,4.39,0,0,0,22.9,2011,1.03,0,0,70,0,0,6.2
187.4335,16.8,2.35,3591.0,6.27,1,0,0,27.4,2013,0.19,0,0,92,0,0,6.6
355.0185,150.4875,7.17,307.0,6.38,0,0,0,20.6,2000,1.03,0,0,87,0,0,1.8
270.0,67.7,2.74,685.0,1.91,0,0,0,23.6,2012,1.03,0,0,98,0,0,3.1
151.603,36.2,0.012,3923.0,56.0725,0,0,0,25.0,2000,0.08,0,0,99,1,0,6.2
237.811,87.1,0.12,345.0,47.23,0,0,0,21.4,2001,0.54,0,0,74,0,1,3.2
340.5175,105.4,9.25,457.0,8.84,0,0,0,21.3,2005,1.03,0,0,95,0,0,2.8
197.587,56.3,0.19,629.0,26.07,0,0,0,21.3,2006,0.17,0,0,69,0,1,2.9
225.4075,51.0,1.36,2679.0,8.11,0,0,0,25.5,2015,0.41,0,1,67,0,0,4.3
251.68,96.6,0.62,516.0,12.41,0,0,0,20.8,2001,0.6,0,0,84,0,1,3.3
102.2275,26.9,1.67,7788.0,0.31,0,0,0,23.7,2004,0.17,0,0,97,0,1,3.4
323.9475,77.8,6.41,7647.0,1.32,0,0,0,24.0,2003,1.03,0,0,70,0,0,6.6
160.869,14.6,9.14,8677.0,0.11,1,0,0,26.1,2007,0.4,0,0,96,0,0,8.0
137.323,4.2,16.27,15693.0,1.33,0,1,0,26.2,2011,0.08,1,0,94,0,0,12.5
181.527,18.3,6.34,4730.0,0.33,1,0,0,28.5,2011,0.36,0,0,95,0,0,10.5
126.7315,8.0,0.54,8550.0,28.65,0,0,0,25.1,2011,0.16,0,0,96,0,1,10.1
67.0805,3.7,6.6,29268.875,4.71,0,1,0,26.2,2007,0.03,0,0,88,0,0,12.6
136.22,7.9,10.89,12396.0,5.37,0,1,0,25.8,2006,0.01,1,0,99,0,0,10.9
109.1795,8.7,2.72,3844.0,20.97,0,0,0,23.0,2015,0.01,0,0,99,0,1,10.9
340.7545,71.6,8.79,814.0,33.48,0,0,0,22.0,2011,1.03,0,0,82,0,0,5.4
226.9195,58.6,2.57,2398.0,4.66,0,0,0,25.0,2003,0.08,0,0,97,0,1,9.9
140.486,39.7,0.25,3111.0,31.04,0,0,0,24.3,2000,0.01,0,0,81,0,0,5.9
142.313,7.0,10.39,9749.0,38.12,0,1,0,25.9,2007,0.08,1,0,98,0,0,11.8
266.645,59.3,8.01,7086.0,1.68,0,0,0,24.8,2011,1.03,0,0,75,0,0,7.7
58.395,3.0,8.5,29268.875,56.0725,0,1,0,22.7,2012,0.17,0,0,83,0,1,12.0
73.7145,6.1,9.53,29268.875,19.41,0,1,0,26.3,2001,0.04,0,1,94,0,0,11.9
348.2365,70.5,0.72,772.0,2.72,0,0,0,20.3,2004,0.43,0,0,84,0,0,3.7
53.586,2.7,8.55,29268.875,56.0725,0,1,0,22.7,2015,0.17,0,0,83,0,1,12.5
160.261,22.1,4.13,4257.0,42.08,0,0,1,25.2,2004,0.21,0,0,89,0,0,6.6
150.105,12.2,9.2,3419.0,7.5,0,0,0,25.3,2001,0.01,0,0,83,0,0,9.6
304.0,126.6,0.19,684.0,9.52,0,0,0,22.4,2007,1.03,0,0,57,0,0,1.6
133.448,9.3,10.32,6693.0,7.27,0,1,0,26.2,2013,0.03,1,0,95,0,0,10.9
147.075,14.0,2.05,3817.0,0.1,0,0,0,31.199999999999996,2007,0.17,0,1,87,0,0,9.8
137.147,14.4,0.01,10101.0,6.32,0,0,0,27.8,2013,0.08,0,0,96,0,0,7.3
97.437,4.9,13.45,29268.875,56.0725,0,1,0,24.9,2003,0.11,1,0,51,0,0,10.2
70.3255,8.2,1.66,20774.0,1.28,0,0,0,25.0,2011,0.05,0,0,99,1,0,8.6
113.2855,19.0,0.36,4387.0,8.09,0,0,0,28.7,2012,0.13,0,0,98,1,0,9.9
184.2685,6.6,17.643749999999997,16155.0,1.35,0,1,0,25.9,2006,0.08,1,0,95,0,0,12.2
180.9535,35.2,3.16,3035.0,0.11,0,0,0,28.9,2003,0.17,0,1,89,0,0,5.5
241.003,62.1,0.67,2046.0,6.81,0,0,0,24.8,2007,0.44,0,1,61,0,0,3.7
139.7585,42.7,1.12,4693.0,8.76,0,0,0,26.2,2008,0.12,0,0,68,0,1,10.2
333.529,103.6,4.8,306.0,8.13,0,0,0,21.2,2008,0.61,0,0,92,0,0,2.5
49.384,4.3,9.62,29268.875,8.28,0,1,0,25.2,2015,0.05,0,0,88,0,0,13.4
122.8365,20.5,6.14,9840.0,3.58,1,0,0,26.4,2009,0.4,0,0,85,0,0,9.3
186.7535,7.2,16.58,14631.0,1.35,0,1,0,25.8,2005,0.08,1,0,95,0,0,12.1
63.99,9.3,1.24,8434.0,5.54,0,0,0,27.3,2012,0.04,0,0,81,1,0,8.1
135.968,13.8,0.01,7723.0,6.36,0,0,0,27.9,2014,0.08,0,0,94,0,0,7.3
456.61306250000007,60.8,1.9,4012.0,2.01,0,0,0,23.5,2007,1.03,0,0,83,0,0,6.1
410.143,147.3,3.19,627.0,6.71,0,0,0,22.6,2012,0.94,0,0,91,0,0,3.2
398.4555,150.4875,0.58,656.0,10.82,0,0,0,21.5,2007,0.84,0,0,51,0,0,1.7
160.701,58.8,0.44,1234.0,1.11,0,0,0,20.8,2011,0.08,0,1,67,0,0,4.5
161.617,35.0,5.39,6922.0,10.28,1,0,0,26.4,2015,0.38,0,0,81,0,0,7.8
124.869,26.0,5.08,6955.0,3.03,1,0,0,25.6,2000,0.4,0,0,98,0,0,8.5
74.2785,5.2,10.01,29268.875,56.0725,0,1,0,27.0,2010,0.08,0,0,88,0,0,13.2
168.663,20.0,11.55,5386.0,21.57,0,1,0,25.1,2003,0.05,1,0,98,0,0,9.7
214.7745,64.6,0.49,1488.0,0.09,0,0,0,29.1,2004,0.17,0,1,67,0,0,7.2
119.297,18.7,6.21,12080.0,3.77,1,0,0,26.6,2012,0.4,0,0,85,0,0,9.5
196.5,22.2,4.92,4448.0,0.26,1,0,0,27.6,2002,1.03,0,0,97,0,0,10.2
456.61306250000007,80.0,5.5,4495.0,1.67,0,0,0,23.7,2001,1.03,0,0,87,0,0,7.7
335.756,129.0,8.7,13283.0,0.78,0,0,0,23.2,2006,1.03,0,0,51,0,0,5.4
298.2375,108.7,3.28,747.0,1.36,0,0,0,22.1,2001,1.03,0,0,91,0,0,2.1
233.387,85.2,0.37,1130.0,11.38,0,0,0,22.5,2006,0.42,0,0,89,0,0,2.4
116.762,13.5,6.45,10575.0,3.33,0,0,1,26.3,2006,0.2,0,0,95,0,0,8.0
106.695,15.0,8.66,16784.0,0.28,1,0,0,27.3,2010,0.38,0,0,86,0,0,9.4
147.2585,8.8,7.74,7451.0,38.25,0,1,0,25.5,2001,0.08,1,0,95,0,0,11.1
343.5545,74.0,1.3,2047.0,3.88,0,0,0,22.6,2007,1.03,0,0,64,0,0,5.9
167.402,21.1,6.2,7154.0,0.11,1,0,0,26.3,2007,0.4,0,0,99,0,0,8.1
246.5465,107.0,0.19,1093.0,10.54,0,0,0,22.3,2003,0.59,0,0,87,0,0,2.4
114.563,6.7,9.94,5982.0,0.62,0,0,0,26.1,2010,0.03,0,0,90,0,0,11.1
118.5375,12.1,7.93,13568.0,42.67,0,0,1,27.5,2014,0.13,0,0,94,0,0,9.8
108.625,15.1,8.24,17254.0,0.28,1,0,0,27.2,2009,0.41,0,0,93,0,0,9.3
62.175,4.5,10.3,29268.875,22.34,0,1,0,27.0,2011,0.05,0,1,92,0,0,12.5
137.419,24.4,0.012,11583.0,5.71,0,0,0,27.1,2004,0.07,0,0,99,0,0,6.3
94.5185,21.5,1.23,6589.0,0.32,0,0,0,23.8,2005,0.17,0,0,98,0,1,3.5
268.989,107.7,0.5,942.0,0.88,0,0,0,19.9,2000,0.03,0,1,75,0,0,2.8
110.5555,15.3,8.63,18240.0,0.28,1,0,0,27.1,2008,0.45,0,0,85,0,0,9.3
164.4115,35.0,5.41,6187.0,10.05,1,0,0,26.2,2013,0.43,0,0,80,0,0,7.6
179.355,27.8,1.07,1976.0,0.5,0,0,0,25.6,2008,0.17,0,1,89,0,0,5.0
135.0865,9.8,10.88,6694.0,7.31,0,1,0,26.1,2012,0.03,1,0,95,0,0,10.8
456.61306250000007,75.3,7.5,6060.0,49.12,0,0,0,26.7,2007,1.03,0,0,83,0,0,9.1
143.277,22.6,3.88,5023.0,14.06,0,0,1,26.0,2006,0.18,0,0,96,0,0,7.3
127.7695,7.6,8.87,5206.0,7.29,0,0,0,25.8,2010,0.02,0,0,89,0,0,10.4
318.8575,150.4875,0.61,641.0,11.62,0,0,0,21.8,2002,0.92,0,0,78,0,0,1.4
248.4295,102.1,1.43,1052.0,10.0,0,0,0,23.3,2013,0.4,0,0,77,0,0,3.2
143.8305,13.4,1.08,3742.0,0.1,0,0,0,31.199999999999996,2009,0.17,0,1,84,0,0,10.4
187.653,20.9,6.1,4809.0,0.28,1,0,0,27.9,2005,1.03,0,0,96,0,0,10.3
456.1585,143.3,4.65,1848.0,16.45,0,0,0,22.7,2000,1.03,0,0,59,0,0,3.3
136.6645,32.7,1.59,6373.0,56.0725,0,0,0,26.9,2002,0.08,0,0,72,1,0,5.7
138.4385,28.5,0.76,1230.0,56.0725,0,0,0,20.0,2001,0.25,0,0,87,0,1,5.6
96.542,6.7,4.25,6501.0,11.24,1,0,0,25.1,2008,0.15,0,0,95,0,0,10.6
217.6585,11.9,8.24,8593.0,2.29,0,1,0,25.8,2003,0.17,1,0,98,0,0,11.2
456.61306250000007,75.7,7.32,5203.0,46.72,0,0,0,26.4,2003,1.03,0,0,71,0,0,8.8
75.8795,6.1,7.8,29268.875,31.94,0,1,0,26.6,2004,0.1,0,0,51,0,0,12.0
116.3525,18.5,4.0,9076.0,56.0725,0,0,0,27.6,2011,0.16,0,0,98,0,0,8.4
51.6075,2.9,7.19,29268.875,0.32,0,1,0,26.0,2008,0.04,0,0,88,0,0,10.4
209.3335,49.7,6.5,708.0,11.08,0,0,0,21.9,2014,0.66,0,0,98,0,0,4.0
369.69,81.5,11.1,750.0,31.41,0,0,0,21.9,2009,1.03,0,0,79,0,0,5.2
329.281,100.1,2.01,468.0,5.76,0,0,0,22.7,2006,1.03,0,0,80,0,0,4.3
73.3,4.5,11.86,26763.0,44.4,0,1,0,26.2,2006,0.09,1,0,97,0,0,9.0
126.16,26.0,4.92,8581.0,56.0725,0,0,0,26.9,2002,0.15,0,0,97,0,0,7.0
261.2055,108.2,0.15,464.0,17.8,0,0,0,21.6,2012,0.07,0,0,71,0,0,1.6
140.524,29.8,4.21,2106.0,0.45,0,0,0,23.6,2003,0.39,0,0,66,0,0,4.0
76.8165,4.9,13.12,29268.875,4.27,0,1,0,26.8,2006,0.06,1,0,95,0,0,11.8
61.9875,3.4,6.71,29268.875,0.29,0,1,0,25.7,2004,0.03,0,0,88,0,0,9.9
269.2475,109.2,0.32,760.0,11.15,0,0,0,22.8,2014,0.75,0,0,51,0,0,2.6
144.3615,14.5,2.83,9260.0,1.26,0,0,0,25.2,2015,0.7,0,0,97,0,0,9.1
63.491,3.7,8.74,25403.0,46.74,0,1,0,26.1,2011,0.09,1,0,97,0,0,9.5
321.4315,62.3,8.12,821.0,35.69,0,0,0,22.2,2013,1.03,0,0,78,0,0,5.4
191.586,23.1,5.0,1585.0,0.2,1,0,0,24.7,2015,0.15,0,0,96,0,0,5.6
81.015,14.1,1.73,6668.0,4.7,0,0,0,26.7,2005,0.03,0,0,77,1,0,7.5
323.8525,16.1,11.32,6370.0,56.0725,0,0,0,25.9,2003,0.08,0,0,94,0,0,11.4
177.472,34.7,1.9,3023.0,0.11,0,0,0,29.0,2005,0.17,0,1,91,0,0,6.0
69.438,8.0,1.72,21188.0,1.3,0,0,0,24.9,2012,0.05,0,0,99,1,0,8.8
85.7,7.4,8.83,29268.875,3.86,0,1,0,26.7,2000,0.02,0,1,90,0,0,11.6
135.3425,24.4,1.35,1651.0,56.0725,0,0,0,20.6,2006,0.22,0,0,93,0,1,6.6
57.9985,3.4,7.85,24772.0,46.48,0,1,0,26.0,2014,0.09,1,0,96,0,0,9.7
341.1665,49.1,2.45,4588.0,2.23,0,0,0,24.0,2013,1.03,0,0,89,0,0,6.6
99.9145,9.7,0.11,29268.875,0.35,0,0,0,25.6,2003,0.1,0,0,99,0,1,8.4
186.2505,32.9,3.72,1472.0,5.29,1,0,0,26.1,2003,0.13,0,0,86,0,0,5.3
73.3235,4.0,11.32,29268.875,56.0725,0,1,0,26.4,2012,0.03,1,0,88,0,0,14.0
152.664,16.0,1.68,1880.0,18.91,0,0,0,21.6,2001,0.02,0,0,86,0,1,10.2
70.0145,4.8,9.3,29268.875,56.0725,0,1,0,25.5,2003,0.09,1,0,95,0,0,8.9
179.144,16.9,6.6,4667.0,0.35,1,0,0,28.7,2013,0.39,0,0,95,0,0,10.5
134.3515,9.0,8.22,13803.0,0.09,1,0,0,26.3,2012,0.2,0,0,98,0,0,9.2
130.9605,20.2,0.007,14010.0,5.97,0,0,0,27.4,2007,0.09,0,0,98,0,0,6.8
214.084,59.7,1.18,760.0,13.48,0,0,0,21.2,2006,0.3,0,0,80,0,1,3.6
318.7475,94.4,1.44,456.0,6.08,0,0,0,22.9,2008,1.03,0,0,82,0,0,4.3
184.5775,18.0,6.1,4263.0,56.0725,0,0,0,23.2,2004,0.42,0,0,96,0,1,6.8
111.3225,8.8,3.93,4106.0,11.13,1,0,0,24.5,2000,0.12,0,0,98,0,0,9.6
76.567,2.7,9.08,29268.875,5.44,0,1,0,26.0,2013,0.08,1,0,88,0,0,12.3
134.5355,17.7,7.62,9630.0,38.09,0,0,1,26.4,2003,0.15,0,0,73,0,0,9.3
129.606,7.2,11.13,13679.0,5.39,0,1,0,26.0,2009,0.01,1,0,99,0,0,11.4
372.383,133.1,4.99,2464.0,56.0725,0,0,0,23.0,2011,0.73,0,0,51,0,0,5.5
98.807,3.9,9.89,29268.875,5.23,0,1,0,25.9,2004,0.08,1,0,88,0,0,11.9
70.358,4.0,11.07,29268.875,56.0725,0,1,0,26.5,2014,0.03,1,0,88,0,0,14.0
456.61306250000007,133.1,4.65,1567.0,17.6,0,0,0,22.9,2003,1.03,0,0,63,0,0,3.5
89.724,4.5,13.05,29268.875,56.0725,0,1,0,25.0,2006,0.11,1,0,51,0,0,10.6
78.1485,16.1,1.52,9119.0,0.34,0,0,0,24.2,2008,0.17,0,0,98,0,1,4.3
143.8315,15.8,7.81,8067.0,0.11,1,0,0,26.7,2013,0.4,0,0,97,0,0,8.5
142.208,13.2,1.24,3769.0,0.1,0,0,0,31.199999999999996,2010,0.17,0,1,82,0,0,10.7
54.393,2.8,11.37,29268.875,0.57,0,1,0,26.3,2015,0.1,1,0,94,0,0,12.0
157.265,56.3,0.48,1271.0,1.13,0,0,0,20.9,2012,0.09,0,1,83,0,0,4.5
172.45,28.1,0.9,2478.0,0.19,0,0,0,25.5,2002,0.17,0,1,66,0,0,6.5
89.055,6.9,14.04,29268.875,3.87,0,1,0,26.4,2001,0.05,1,0,95,0,0,11.0
69.3335,4.5,9.59,29268.875,56.0725,0,1,0,27.1,2015,0.08,0,0,88,0,0,12.8
171.852,20.1,13.15,5225.0,21.73,0,1,0,25.0,2002,0.05,1,0,99,0,0,9.6
298.8855,121.1,0.02,320.0,22.6,0,0,0,21.9,2002,0.02,0,0,64,0,1,2.3
